,Year,Mileage,Engine,Power,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
4370,2015,42,1968.0,174.5,23578,11806,0,1,0,0,1,0,1,0,0,0
4371,2008,39,1388.0,68.0,2433,45981,0,0,0,1,0,1,0,0,1,0
4372,2017,50,1197.0,83.1,11028,20505,0,0,0,1,1,0,1,0,0,0
4373,2010,39,1896.0,105.0,4943,59030,0,1,0,0,0,1,0,0,1,0
4374,2012,48,1498.0,108.5,5172,21126,0,1,0,0,0,1,1,0,0,0
4375,2014,28,2967.0,241.4,46397,63917,0,1,0,0,1,0,1,0,0,0
4376,2016,39,1591.0,121.3,12124,32546,0,0,0,1,0,1,1,0,0,0
4377,2012,34,2143.0,170.0,20551,23612,0,1,0,0,1,0,1,0,0,0
4378,2015,60,1498.0,98.6,8260,37489,0,1,0,0,0,1,1,0,0,0
4379,2010,39,1388.0,68.0,3955,66486,0,0,0,1,0,1,1,0,0,0
4380,2013,43,1197.0,82.9,6769,276510,0,0,0,1,0,1,1,0,0,0
4381,2017,53,796.0,47.3,4183,1364,0,0,0,1,0,1,1,0,0,0
4382,2010,24,2996.0,258.0,13310,14912,0,0,0,1,1,0,1,0,0,0
4383,2015,34,1368.0,88.7,8229,27866,0,0,0,1,0,1,0,0,1,0
4384,2018,66,1248.0,73.75,13006,39789,0,1,0,0,1,0,1,0,0,0
4385,2014,35,2179.0,140.0,12550,28334,0,1,0,0,0,1,1,0,0,0
4386,2014,26,2400.0,200.0,35870,63380,0,1,0,0,1,0,1,0,0,0
4387,2014,47,1197.0,78.9,6830,29477,0,0,0,1,0,1,1,0,0,0
4388,2010,27,2982.0,171.0,19760,120082,0,1,0,0,0,1,1,0,0,0
4389,2016,51,624.0,37.48,4259,18019,0,0,0,1,1,0,1,0,0,0
4390,2016,46,1461.0,108.5,12823,32113,0,1,0,0,0,1,1,0,0,0
4391,2015,28,2967.0,241.4,72257,31068,0,1,0,0,1,0,1,0,0,0
4392,2016,42,1497.0,117.3,13614,26511,0,0,0,1,1,0,1,0,0,0
4393,2013,44,1461.0,108.45,8366,40389,0,1,0,0,0,1,0,0,1,0
4394,2014,41,1198.0,86.7,7225,11666,0,0,0,1,0,1,1,0,0,0
4395,2016,42,1198.0,86.7,7225,4171,0,0,0,1,0,1,1,0,0,0
4396,2009,28,1995.0,154.0,14451,24854,0,0,0,1,1,0,0,0,1,0
4397,2011,54,1248.0,73.94,5734,55015,0,1,0,0,0,1,1,0,0,0
4398,2012,39,1497.0,118.0,6465,40423,0,0,0,1,0,1,0,0,1,0
4399,2014,44,1995.0,184.0,30272,14291,0,1,0,0,1,0,1,0,0,0
4400,2009,35,1896.0,105.0,6084,37282,0,1,0,0,0,1,1,0,0,0
4401,2013,44,1197.0,85.8,6328,36878,0,0,0,1,0,1,1,0,0,0
4402,2015,38,2179.0,187.7,57806,11806,0,1,0,0,1,0,0,0,1,0
4403,2016,39,1197.0,82.0,9644,28309,0,0,0,1,1,0,1,0,0,0
4404,2009,30,2494.0,102.0,6845,73321,0,1,0,0,0,1,1,0,0,0
4405,2016,35,1196.0,73.0,5704,34175,0,0,0,1,0,1,1,0,0,0
4406,2012,35,1968.0,140.8,15516,37282,0,1,0,0,1,0,0,0,1,0
4407,2007,30,2494.0,102.0,7606,90098,0,1,0,0,0,1,1,0,0,0
4408,2008,23,1995.0,163.5,6008,29086,0,0,0,1,0,1,1,0,0,0
4409,2016,47,1498.0,103.2,14831,39001,0,1,0,0,0,1,1,0,0,0
4410,2018,43,1197.0,81.86,12063,11528,0,0,0,1,0,1,1,0,0,0
4411,2011,41,1399.0,67.0,3194,88944,0,1,0,0,0,1,1,0,0,0
4412,2015,31,2477.0,175.56,24978,33241,0,1,0,0,0,1,1,0,0,0
4413,2011,34,2199.0,194.3,13538,91962,0,1,0,0,0,1,0,0,1,0
4414,2012,35,2179.0,140.0,10967,59030,0,1,0,0,0,1,1,0,0,0
4415,2015,30,2494.0,102.0,20536,62137,0,1,0,0,0,1,1,0,0,0
4416,2016,27,2987.0,254.79,98879,18019,0,1,0,0,1,0,1,0,0,0
4417,2014,28,2179.0,120.0,11257,54059,0,1,0,0,0,1,1,0,0,0
4418,2014,39,1497.0,118.0,7834,35317,0,0,0,1,1,0,1,0,0,0
4419,2013,28,2987.0,224.0,48679,62137,0,1,0,0,1,0,1,0,0,0
4420,2011,39,1497.0,118.0,4943,77671,0,0,0,1,0,1,1,0,0,0
4421,2017,52,998.0,67.0,6008,10563,0,0,0,1,1,0,1,0,0,0
4422,2013,36,1193.0,65.0,2281,43495,0,0,0,1,0,1,0,0,1,0
4423,2010,39,1197.0,80.0,4563,31068,0,0,0,1,0,1,0,0,1,0
4424,2010,37,1198.0,90.0,3027,24730,0,0,0,1,0,1,1,0,0,0
4425,2010,44,998.0,66.1,2053,37282,0,0,0,1,0,1,1,0,0,0
4426,2009,37,1995.0,181.0,20536,36039,0,1,0,0,1,0,1,0,0,0
4427,2010,41,1968.0,138.08,10633,68356,0,1,0,0,0,1,1,0,0,0
4428,2013,44,1461.0,108.5,12930,52816,0,1,0,0,0,1,1,0,0,0
4429,2010,51,1199.0,73.9,4396,52195,0,1,0,0,0,1,0,0,1,0
4430,2011,53,1995.0,190.0,15972,31689,0,1,0,0,1,0,1,0,0,0
4431,2013,39,1498.0,97.7,6039,42800,0,0,0,1,0,1,1,0,0,0
4432,2017,56,998.0,67.1,6465,3417,0,0,0,1,1,0,1,0,0,0
4433,2016,49,1197.0,85.8,9385,24887,0,0,0,1,0,1,1,0,0,0
4434,2016,33,1968.0,174.3,58901,29386,0,1,0,0,1,0,1,0,0,0
4435,2013,39,1493.0,110.0,9887,49500,0,1,0,0,0,1,1,0,0,0
4436,2013,60,1498.0,98.6,6465,39146,0,1,0,0,0,1,0,0,1,0
4437,2014,61,1498.0,98.6,7225,27961,0,1,0,0,0,1,1,0,0,0
4438,2014,30,2755.0,174.5,26940,35108,0,1,0,0,1,0,1,0,0,0
4439,2015,47,1498.0,103.2,8899,36039,0,1,0,0,0,1,1,0,0,0
4440,2011,52,1995.0,190.0,26271,32063,0,1,0,0,1,0,1,0,0,0
4441,2007,37,1995.0,181.0,14071,46105,0,1,0,0,1,0,1,0,0,0
4442,2017,30,1591.0,121.3,19395,15534,0,0,0,1,1,0,1,0,0,0
4443,2016,51,1995.0,190.0,41072,43495,0,1,0,0,1,0,0,0,1,0
4444,2013,34,2143.0,167.62,31945,15534,0,1,0,0,1,0,0,0,1,0
4445,2017,62,1248.0,74.0,12093,13670,0,1,0,0,0,1,1,0,0,0
4446,2015,54,998.0,67.04,6845,29216,0,0,0,1,0,1,0,0,1,0
4447,2017,46,1995.0,187.74,51341,4970,0,1,0,0,1,0,1,0,0,0
4448,2010,26,4134.0,335.2,26636,45360,0,1,0,0,1,0,1,0,0,0
4449,2017,42,1199.0,88.7,10344,22973,0,0,0,1,0,1,1,0,0,0
4450,2014,59,624.0,37.48,2555,26149,0,0,0,1,0,1,1,0,0,0
4451,2016,58,796.0,47.3,4411,37903,0,0,0,1,0,1,1,0,0,0
4452,2014,52,998.0,67.04,4807,27109,0,0,0,1,0,1,1,0,0,0
4453,2014,57,1120.0,71.0,5932,37282,0,1,0,0,0,1,1,0,0,0
4454,2010,41,1199.0,76.8,2966,33554,0,0,0,1,0,1,0,0,1,0
4455,2015,38,2179.0,187.7,40342,16777,0,1,0,0,1,0,1,0,0,0
4456,2010,43,1968.0,167.7,13690,32311,0,1,0,0,1,0,1,0,0,0
4457,2012,50,1396.0,88.76,6845,49709,0,1,0,0,0,1,1,0,0,0
4458,2008,24,2835.0,107.2,13310,99419,0,1,0,0,0,1,1,0,0,0
4459,2018,57,1248.0,88.5,17494,2050,0,1,0,0,1,0,1,0,0,0
4460,2016,56,998.0,67.1,4563,21764,0,0,0,1,0,1,1,0,0,0
4461,2015,49,814.0,55.2,5765,16508,0,0,0,1,0,1,1,0,0,0
4462,2015,66,1248.0,88.5,9127,36660,0,1,0,0,0,1,1,0,0,0
4463,2016,46,1582.0,126.2,20156,31689,0,1,0,0,0,1,1,0,0,0
4464,2012,40,1968.0,138.1,12169,35045,0,1,0,0,1,0,1,0,0,0
4465,2015,47,1498.0,88.8,8823,49709,0,1,0,0,0,1,1,0,0,0
4466,2013,30,2494.0,100.6,20536,66486,0,1,0,0,0,1,0,0,1,0
4467,2014,33,2143.0,203.0,38030,62137,0,1,0,0,1,0,1,0,0,0
4468,2016,47,1498.0,88.8,8351,37281,0,1,0,0,0,1,1,0,0,0
4469,2013,40,1968.0,150.0,28903,65243,0,1,0,0,1,0,1,0,0,0
4470,2011,43,1197.0,80.0,3803,22369,0,0,0,1,0,1,1,0,0,0
4471,2015,46,1086.0,68.05,4563,15130,0,0,0,1,0,1,0,0,1,0
4472,2018,58,1047.0,69.0,10100,18002,0,1,0,0,0,1,1,0,0,0
4473,2017,49,814.0,55.2,4883,5121,0,0,0,1,0,1,1,0,0,0
4474,2009,42,1086.0,62.1,2357,84905,0,0,0,1,0,1,0,0,1,0
4475,2011,42,1086.0,62.1,3939,37282,0,0,0,1,0,1,1,0,0,0
4476,2008,29,2609.0,120.0,6084,62137,0,1,0,0,0,1,0,0,1,0
4477,2010,40,1497.0,117.3,5887,30253,0,0,0,1,0,1,1,0,0,0
4478,2017,57,1248.0,88.5,14831,27961,0,1,0,0,0,1,1,0,0,0
4479,2019,40,1968.0,174.33,50063,23713,0,1,0,0,1,0,1,0,0,0
4480,2011,33,2143.0,203.0,25480,27216,0,1,0,0,1,0,0,0,1,0
4481,2007,31,1799.0,130.0,2890,57166,0,0,0,1,0,1,1,0,0,0
4482,2017,43,1197.0,81.83,10024,8738,0,0,0,1,0,1,1,0,0,0
4483,2017,36,1968.0,174.33,48572,26325,0,1,0,0,1,0,1,0,0,0
4484,2014,59,1498.0,98.6,11028,47566,0,1,0,0,0,1,1,0,0,0
4485,2008,46,1086.0,68.05,2890,45156,0,0,0,1,0,1,1,0,0,0
4486,2015,59,1248.0,74.0,5400,27961,0,1,0,0,0,1,1,0,0,0
4487,2012,26,2953.0,153.86,14071,56977,0,1,0,0,1,0,1,0,0,0
4488,2009,32,1299.0,70.0,2510,41311,0,0,0,1,0,1,1,0,0,0
4489,2019,48,1995.0,190.0,55737,9603,0,1,0,0,1,0,1,0,0,0
4490,2011,33,2143.0,203.0,24339,34175,0,1,0,0,1,0,0,0,1,0
4491,2019,35,1196.0,73.0,8184,13118,1,0,0,0,0,1,1,0,0,0
4492,2014,60,1498.0,98.6,6617,38088,0,1,0,0,0,1,1,0,0,0
4493,2006,40,993.0,60.0,1825,49709,0,0,0,1,0,1,0,0,1,0
4494,2013,43,1197.0,80.0,6237,36660,0,0,0,1,0,1,0,0,1,0
4495,2009,25,2993.0,235.0,28522,93205,0,1,0,0,1,0,1,0,0,0
4496,2017,46,1582.0,126.2,20962,37333,0,1,0,0,0,1,1,0,0,0
4497,2016,62,1248.0,74.0,6084,53096,0,1,0,0,0,1,1,0,0,0
4498,2013,53,1248.0,74.0,6586,54680,0,1,0,0,0,1,1,0,0,0
4499,2015,56,1186.0,73.97,8260,50845,0,1,0,0,0,1,1,0,0,0
4500,2016,42,1196.0,86.8,7453,11184,0,0,0,1,0,1,1,0,0,0
4501,2017,37,2993.0,258.0,106485,9320,0,1,0,0,1,0,1,0,0,0
4502,2016,27,2143.0,167.62,38791,21126,0,1,0,0,1,0,1,0,0,0
4503,2015,44,1197.0,82.0,7758,28583,0,0,0,1,1,0,1,0,0,0
4504,2013,52,1582.0,126.32,10192,29923,0,1,0,0,0,1,1,0,0,0
4505,2013,39,2993.0,218.0,40312,57787,0,1,0,0,1,0,1,0,0,0
4506,2013,54,1461.0,63.1,5932,44121,0,1,0,0,0,1,1,0,0,0
4507,2010,36,1586.0,103.3,4107,39188,0,0,0,1,0,1,0,0,1,0
4508,2011,49,1248.0,88.8,4487,43656,0,1,0,0,0,1,1,0,0,0
4509,2015,38,1968.0,140.0,34988,8077,0,1,0,0,1,0,1,0,0,0
4510,2009,41,1248.0,75.0,3787,86991,0,1,0,0,0,1,0,0,1,0
4511,2015,59,1248.0,74.0,6845,80778,0,1,0,0,0,1,1,0,0,0
4512,2011,50,1364.0,87.2,6845,55551,0,1,0,0,0,1,1,0,0,0
4513,2015,64,1498.0,98.6,10496,41631,0,1,0,0,0,1,1,0,0,0
4514,2010,18,4395.0,450.0,31519,40593,0,0,0,1,1,0,1,0,0,0
4515,2010,38,1198.0,73.9,3361,44738,0,0,0,1,0,1,1,0,0,0
4516,2011,29,2179.0,187.74,21144,50952,0,1,0,0,1,0,0,0,1,0
4517,2010,35,1596.0,101.0,2220,52816,0,0,0,1,0,1,1,0,0,0
4518,2012,44,1582.0,126.32,9127,51573,0,1,0,0,1,0,1,0,0,0
4519,2016,51,999.0,67.0,4563,16155,0,0,0,1,0,1,1,0,0,0
4520,2012,52,1248.0,88.8,5324,16777,0,1,0,0,0,1,1,0,0,0
4521,2018,49,1396.0,88.73,11546,23454,0,1,0,0,0,1,1,0,0,0
4522,2009,35,1586.0,104.68,3027,39316,0,0,0,1,0,1,0,0,1,0
4523,2016,59,799.0,53.3,5780,15534,0,0,0,1,0,1,1,0,0,0
4524,2013,27,2498.0,112.0,6084,122410,0,1,0,0,0,1,1,0,0,0
4525,2013,49,814.0,55.2,4487,27967,0,0,0,1,0,1,0,0,1,0
4526,2013,60,1498.0,98.6,5704,46819,0,1,0,0,0,1,1,0,0,0
4527,2010,51,1199.0,73.9,3803,55991,0,1,0,0,0,1,1,0,0,0
4528,2011,39,1497.0,118.0,5704,63387,0,0,0,1,0,1,1,0,0,0
4529,2015,29,2982.0,168.5,33466,22369,0,1,0,0,1,0,1,0,0,0
4530,2017,42,1198.0,86.7,9340,23349,0,0,0,1,0,1,1,0,0,0
4531,2015,48,1995.0,143.0,24339,28583,0,1,0,0,1,0,1,0,0,0
4532,2014,54,998.0,67.04,5704,28930,0,0,0,1,1,0,1,0,0,0
4533,2015,30,2494.0,100.6,17874,29825,0,1,0,0,0,1,1,0,0,0
4534,2013,38,2179.0,187.7,36509,28583,0,1,0,0,1,0,0,0,1,0
4535,2017,41,1199.0,88.7,13538,9320,0,0,0,1,0,1,1,0,0,0
4536,2012,40,1995.0,184.0,15212,52816,0,1,0,0,1,0,0,0,0,1
4537,2014,33,1598.0,103.5,8442,19883,0,0,0,1,1,0,1,0,0,0
4538,2012,37,1598.0,103.5,5461,37790,0,0,0,1,0,1,1,0,0,0
4539,2019,53,1498.0,98.59,16931,21864,0,1,0,0,0,1,1,0,0,0
4540,2012,35,2179.0,140.0,10952,68350,0,1,0,0,0,1,1,0,0,0
4541,2014,43,1388.0,67.0,4533,37903,0,1,0,0,0,1,1,0,0,0
4542,2010,42,1086.0,62.1,2586,46602,0,0,0,1,0,1,0,0,1,0
4543,2015,28,2987.0,224.0,79103,34175,0,1,0,0,1,0,1,0,0,0
4544,2003,46,796.0,46.3,1445,43474,0,0,0,1,0,1,1,0,0,0
4545,2016,41,1497.0,117.3,14071,26097,0,0,0,1,0,1,1,0,0,0
4546,2014,30,2199.0,194.3,24719,29825,0,1,0,0,1,0,1,0,0,0
4547,2015,42,2143.0,136.0,31930,21747,0,1,0,0,1,0,1,0,0,0
4548,2005,30,2494.0,102.0,6465,79535,0,1,0,0,0,1,0,0,1,0
4549,2008,37,1995.0,181.0,10952,48466,0,1,0,0,1,0,0,0,1,0
4550,2011,43,1197.0,85.8,6693,32982,0,0,0,1,0,1,1,0,0,0
4551,2011,35,1598.0,103.6,6465,41010,0,0,0,1,0,1,0,0,1,0
4552,2012,37,1373.0,93.7,8138,15534,0,0,0,1,0,1,1,0,0,0
4553,2016,44,1197.0,82.0,9583,22455,0,0,0,1,1,0,0,0,1,0
4554,2017,46,1582.0,126.2,19015,27340,0,1,0,0,0,1,1,0,0,0
4555,2008,39,2967.0,241.38,11409,31068,0,1,0,0,1,0,0,0,1,0
4556,2016,37,1997.0,140.0,17113,50441,0,1,0,0,0,1,1,0,0,0
4557,2016,37,1499.0,110.4,11637,16155,0,0,0,1,1,0,1,0,0,0
4558,2016,57,1120.0,71.0,6845,62137,0,1,0,0,0,1,1,0,0,0
4559,2014,49,1498.0,103.2,11409,46602,0,1,0,0,1,0,1,0,0,0
4560,2004,30,2987.0,210.0,10800,74476,0,0,0,1,1,0,1,0,0,0
4561,2010,47,1197.0,78.9,3422,34784,0,0,0,1,0,1,1,0,0,0
4562,2015,40,1968.0,174.33,41072,18641,0,1,0,0,1,0,1,0,0,0
4563,2012,51,1396.0,88.76,6358,30882,0,1,0,0,0,1,0,0,1,0
4564,2013,55,1396.0,88.7,9887,49088,0,1,0,0,0,1,1,0,0,0
4565,2010,39,1497.0,118.0,4791,40451,0,0,0,1,0,1,1,0,0,0
4566,2016,59,1248.0,88.5,11622,33654,0,1,0,0,0,1,1,0,0,0
4567,2011,46,796.0,46.3,3650,17783,0,0,0,1,0,1,1,0,0,0
4568,2016,48,998.0,67.0,6465,5592,0,0,0,1,1,0,1,0,0,0
4569,2016,44,1582.0,126.2,14162,26641,0,1,0,0,1,0,1,0,0,0
4570,2011,46,796.0,46.3,3635,39767,0,0,0,1,0,1,1,0,0,0
4571,2018,37,1598.0,103.5,11622,12730,0,0,0,1,0,1,0,0,1,0
4572,2016,50,1197.0,83.1,9446,13048,0,0,0,1,0,1,1,0,0,0
4573,2012,0,2179.0,115.0,25100,74069,0,1,0,0,1,0,1,0,0,0
4574,2011,32,1997.0,153.86,12504,34788,0,0,0,1,1,0,1,0,0,0
4575,2017,33,2755.0,174.5,43887,45153,0,1,0,0,0,1,1,0,0,0
4576,2015,36,1497.0,116.3,12930,19883,0,0,0,1,1,0,1,0,0,0
4577,2014,28,5461.0,421.0,136909,1864,0,0,0,1,1,0,0,0,1,0
4578,2015,40,1497.0,117.3,9903,6462,0,0,0,1,0,1,1,0,0,0
4579,2013,53,1248.0,74.0,7073,21747,0,1,0,0,0,1,1,0,0,0
4580,2013,34,1794.0,138.1,12778,34238,0,0,0,1,1,0,1,0,0,0
4581,2014,55,1364.0,67.06,8747,35706,0,1,0,0,0,1,1,0,0,0
4582,2006,44,998.0,67.1,1688,68350,0,0,0,1,0,1,1,0,0,0
4583,2014,28,1991.0,184.0,26241,44738,0,0,0,1,1,0,1,0,0,0
4584,2012,38,2179.0,187.7,48679,9941,0,1,0,0,1,0,1,0,0,0
4585,2011,39,1197.0,80.0,5248,38537,0,0,0,1,0,1,1,0,0,0
4586,2014,29,2179.0,147.51,34988,52816,0,1,0,0,1,0,0,0,1,0
4587,2018,43,1197.0,81.86,11135,8837,0,0,0,1,0,1,1,0,0,0
4588,2014,42,1198.0,86.7,6693,25606,0,0,0,1,0,1,1,0,0,0
4589,2015,0,2987.0,165.0,72029,12427,0,1,0,0,1,0,1,0,0,0
4590,2016,53,796.0,47.3,6267,11211,0,0,0,1,0,1,1,0,0,0
4591,2016,26,2755.0,171.5,29663,49709,0,1,0,0,1,0,1,0,0,0
4592,2016,44,1197.0,82.0,9431,13048,0,0,0,1,1,0,1,0,0,0
4593,2016,38,2993.0,258.0,68454,30447,0,1,0,0,1,0,1,0,0,0
4594,2010,43,1197.0,80.0,4259,59030,0,0,0,1,0,1,0,0,1,0
4595,2015,44,1197.0,82.0,7301,19883,0,0,0,1,1,0,1,0,0,0
4596,2014,58,1498.0,89.75,8594,76304,0,1,0,0,0,1,1,0,0,0
4597,2015,62,1248.0,74.0,8975,42874,0,1,0,0,0,1,1,0,0,0
4598,2015,55,1364.0,67.04,7606,40389,0,1,0,0,0,1,0,0,1,0
4599,2015,44,1197.0,82.0,7453,14291,0,0,0,1,0,1,1,0,0,0
4600,2009,31,1799.0,130.0,6465,43495,0,0,0,1,0,1,1,0,0,0
4601,2014,30,2494.0,100.6,16581,155342,0,1,0,0,0,1,1,0,0,0
4602,2012,31,1495.0,94.0,3726,34796,0,0,0,1,0,1,1,0,0,0
4603,2013,53,796.0,47.3,3803,18641,0,0,0,1,0,1,1,0,0,0
4604,2010,19,5461.0,387.3,44875,21747,0,0,0,1,1,0,1,0,0,0
4605,2013,53,1498.0,89.84,8747,57321,0,1,0,0,0,1,0,0,1,0
4606,2018,47,1197.0,81.86,7606,24854,0,0,0,1,0,1,1,0,0,0
4607,2014,33,1598.0,103.6,7028,60178,0,0,0,1,1,0,1,0,0,0
4608,2016,36,1968.0,174.33,35748,26097,0,1,0,0,1,0,1,0,0,0
4609,2013,37,2179.0,140.0,11028,34725,0,1,0,0,0,1,1,0,0,0
4610,2019,39,1591.0,121.3,18072,7665,0,0,0,1,0,1,1,0,0,0
4611,2009,32,1599.0,103.2,3422,37282,0,0,0,1,0,1,0,0,0,1
4612,2003,33,1597.0,92.0,1293,51573,0,0,0,1,0,1,0,0,1,0
4613,2018,46,1198.0,67.04,6084,14912,0,0,0,1,0,1,1,0,0,0
4614,2016,38,1198.0,86.8,7758,20006,0,0,0,1,1,0,1,0,0,0
4615,2014,30,2494.0,100.6,19015,57319,0,1,0,0,0,1,1,0,0,0
4616,2011,48,1498.0,108.5,4411,75379,0,1,0,0,0,1,1,0,0,0
4617,2016,37,2179.0,140.0,24278,41194,0,1,0,0,0,1,1,0,0,0
4618,2015,39,1197.0,82.0,8290,25476,0,0,0,1,1,0,1,0,0,0
4619,2017,31,2198.0,157.7,36296,24035,0,1,0,0,0,1,1,0,0,0
4620,2008,42,995.0,62.0,2662,27191,0,0,0,1,0,1,1,0,0,0
4621,2017,57,1248.0,88.5,14831,10811,0,1,0,0,0,1,1,0,0,0
4622,2013,60,1498.0,98.6,7225,38220,0,1,0,0,0,1,1,0,0,0
4623,2014,40,1497.0,117.3,9507,37282,0,0,0,1,0,1,1,0,0,0
4624,2014,55,1998.0,112.0,33466,21850,0,1,0,0,1,0,0,0,1,0
4625,2016,34,1794.0,138.1,21510,25859,0,0,0,1,1,0,1,0,0,0
4626,2014,32,1798.0,157.75,18178,40389,0,0,0,1,1,0,1,0,0,0
4627,2011,44,998.0,67.1,3803,42253,0,0,0,1,0,1,1,0,0,0
4628,2013,46,1086.0,68.05,4183,30447,0,0,0,1,0,1,1,0,0,0
4629,2019,56,1199.0,84.0,8899,10375,0,0,0,1,0,1,1,0,0,0
4630,2016,50,1197.0,83.1,9507,19240,0,0,0,1,0,1,1,0,0,0
4631,2014,35,1598.0,103.2,7530,34832,0,0,0,1,0,1,1,0,0,0
4632,2017,44,1197.0,81.86,7225,9541,0,0,0,1,0,1,1,0,0,0
4633,2013,47,1399.0,68.05,3879,33554,0,1,0,0,0,1,1,0,0,0
4634,2011,32,1799.0,130.3,6845,29204,0,0,0,1,1,0,0,0,1,0
4635,2015,53,796.0,47.3,4578,13453,0,0,0,1,0,1,1,0,0,0
4636,2016,36,1999.0,177.0,63891,32311,0,1,0,0,1,0,1,0,0,0
4637,2010,29,2698.0,179.5,17494,21754,0,1,0,0,1,0,1,0,0,0
4638,2006,25,2987.0,198.5,16718,47635,0,1,0,0,1,0,1,0,0,0
4639,2009,39,1497.0,118.0,5643,55302,0,0,0,1,1,0,1,0,0,0
4640,2006,23,2354.0,152.0,3042,49709,0,0,0,1,1,0,0,0,0,1
4641,2018,66,1248.0,88.5,14421,24247,0,1,0,0,0,1,1,0,0,0
4642,2004,44,998.0,67.1,1901,38525,0,0,0,1,0,1,0,0,1,0
4643,2015,46,1582.0,126.2,16581,48495,0,1,0,0,0,1,1,0,0,0
4644,2015,66,1248.0,88.5,8366,21375,0,1,0,0,0,1,1,0,0,0
4645,2016,49,814.0,55.2,5643,40155,0,0,0,1,0,1,1,0,0,0
4646,2014,37,1373.0,93.7,9507,42993,0,0,0,1,0,1,1,0,0,0
4647,2012,48,1598.0,103.6,7453,34175,0,1,0,0,0,1,1,0,0,0
4648,2005,30,1493.0,100.0,1673,50331,0,0,0,1,0,1,0,0,1,0
4649,2016,38,1198.0,73.9,7180,22824,0,0,0,1,0,1,1,0,0,0
4650,2017,78,796.0,40.3,5628,15105,1,0,0,0,0,1,1,0,0,0
4651,2016,42,2143.0,136.0,37802,26732,0,1,0,0,1,0,1,0,0,0
4652,2013,34,2199.0,194.3,18634,45981,0,1,0,0,0,1,1,0,0,0
4653,2014,53,1248.0,74.0,5932,29204,0,1,0,0,0,1,1,0,0,0
4654,2017,43,1197.0,81.86,9553,23276,0,0,0,1,0,1,1,0,0,0
4655,2011,32,2498.0,112.0,4183,80778,0,1,0,0,0,1,1,0,0,0
4656,2017,44,1197.0,82.0,11941,19620,0,0,0,1,0,1,1,0,0,0
4657,2011,35,1598.0,103.6,4487,41010,0,0,0,1,0,1,1,0,0,0
4658,2008,27,2354.0,177.6,7377,49088,0,0,0,1,1,0,0,0,1,0
4659,2011,31,2925.0,281.61,45636,29291,0,1,0,0,1,0,0,0,1,0
4660,2016,35,2143.0,107.3,30272,22748,0,1,0,0,1,0,1,0,0,0
4661,2016,48,1582.0,126.2,16429,57787,0,1,0,0,0,1,1,0,0,0
4662,2007,46,796.0,46.3,2662,32432,0,0,0,1,0,1,1,0,0,0
4663,2016,47,1968.0,143.0,29283,12429,0,1,0,0,1,0,1,0,0,0
4664,2013,46,1461.0,83.8,8366,41205,0,1,0,0,0,1,1,0,0,0
4665,2009,41,1399.0,68.0,4183,47224,0,1,0,0,0,1,1,0,0,0
4666,2015,46,1582.0,126.2,19775,18019,0,1,0,0,0,1,1,0,0,0
4667,2011,47,1399.0,68.0,4867,18641,0,1,0,0,0,1,1,0,0,0
4668,2013,35,1598.0,103.5,8883,35123,0,0,0,1,0,1,1,0,0,0
4669,2015,39,1969.0,150.0,36509,23612,0,1,0,0,1,0,0,0,1,0
4670,2012,44,1582.0,126.32,9507,25476,0,1,0,0,1,0,1,0,0,0
4671,2009,34,2993.0,258.0,54763,32932,0,1,0,0,1,0,1,0,0,0
4672,2003,34,1998.0,68.0,4563,77671,0,1,0,0,0,1,0,0,0,1
4673,2010,27,2982.0,171.0,16733,150371,0,1,0,0,0,1,1,0,0,0
4674,2015,61,1248.0,88.5,9887,55923,0,1,0,0,0,1,1,0,0,0
4675,2018,57,1248.0,88.5,14299,6835,0,1,0,0,0,1,1,0,0,0
4676,2018,51,1995.0,190.0,57684,13630,0,1,0,0,1,0,1,0,0,0
4677,2013,33,1598.0,103.6,7986,25476,0,0,0,1,1,0,1,0,0,0
4678,2011,39,1197.0,80.0,6845,29204,0,0,0,1,0,1,1,0,0,0
4679,2009,25,2993.0,235.0,27381,68350,0,1,0,0,1,0,1,0,0,0
4680,2015,44,1197.0,82.0,8457,28558,0,0,0,1,0,1,1,0,0,0
4681,2013,33,2143.0,203.0,33466,29825,0,1,0,0,1,0,1,0,0,0
4682,2011,29,2179.0,147.51,33466,42253,0,1,0,0,1,0,1,0,0,0
4683,2011,47,1197.0,78.9,4031,25476,0,0,0,1,0,1,1,0,0,0
4684,2013,52,1582.0,126.32,8899,43230,0,1,0,0,0,1,0,0,1,0
4685,2012,45,1968.0,138.1,10572,71457,0,1,0,0,0,1,1,0,0,0
4686,2012,35,2179.0,140.0,9887,29595,0,1,0,0,0,1,1,0,0,0
4687,2004,46,796.0,35.0,1293,41398,0,0,0,1,0,1,0,0,0,1
4688,2013,34,1798.0,177.46,11028,49709,0,0,0,1,1,0,0,0,1,0
4689,2012,53,1248.0,74.0,6845,58948,0,1,0,0,0,1,1,0,0,0
4690,2010,24,2179.0,120.0,6465,47520,0,1,0,0,0,1,1,0,0,0
4691,2016,32,1991.0,183.0,39551,17398,0,0,0,1,1,0,1,0,0,0
4692,2017,38,2498.0,105.0,14694,17770,0,1,0,0,0,1,1,0,0,0
