,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Miles_Driven
4436,2013,Diesel,Manual,Second,60,1498.0,98.6,6465,39146
4437,2014,Diesel,Manual,First,61,1498.0,98.6,7225,27961
4438,2014,Diesel,Automatic,First,30,2755.0,174.5,26940,35108
4439,2015,Diesel,Manual,First,47,1498.0,103.2,8899,36039
4440,2011,Diesel,Automatic,First,52,1995.0,190.0,26271,32063
4441,2007,Diesel,Automatic,First,37,1995.0,181.0,14071,46105
4442,2017,Petrol,Automatic,First,30,1591.0,121.3,19395,15534
4443,2016,Diesel,Automatic,Second,51,1995.0,190.0,41072,43495
4444,2013,Diesel,Automatic,Second,34,2143.0,167.62,31945,15534
4445,2017,Diesel,Manual,First,62,1248.0,74.0,12093,13670
4446,2015,Petrol,Manual,Second,54,998.0,67.04,6845,29216
4447,2017,Diesel,Automatic,First,46,1995.0,187.74,51341,4970
4448,2010,Diesel,Automatic,First,26,4134.0,335.2,26636,45360
4449,2017,Petrol,Manual,First,42,1199.0,88.7,10344,22973
4450,2014,Petrol,Manual,First,59,624.0,37.48,2555,26149
4451,2016,Petrol,Manual,First,58,796.0,47.3,4411,37903
4452,2014,Petrol,Manual,First,52,998.0,67.04,4807,27109
4453,2014,Diesel,Manual,First,57,1120.0,71.0,5932,37282
4454,2010,Petrol,Manual,Second,41,1199.0,76.8,2966,33554
4455,2015,Diesel,Automatic,First,38,2179.0,187.7,40342,16777
4456,2010,Diesel,Automatic,First,43,1968.0,167.7,13690,32311
4457,2012,Diesel,Manual,First,50,1396.0,88.76,6845,49709
4458,2008,Diesel,Manual,First,24,2835.0,107.2,13310,99419
4459,2018,Diesel,Automatic,First,57,1248.0,88.5,17494,2050
4460,2016,Petrol,Manual,First,56,998.0,67.1,4563,21764
4461,2015,Petrol,Manual,First,49,814.0,55.2,5765,16508
4462,2015,Diesel,Manual,First,66,1248.0,88.5,9127,36660
4463,2016,Diesel,Manual,First,46,1582.0,126.2,20156,31689
4464,2012,Diesel,Automatic,First,40,1968.0,138.1,12169,35045
4465,2015,Diesel,Manual,First,47,1498.0,88.8,8823,49709
4466,2013,Diesel,Manual,Second,30,2494.0,100.6,20536,66486
4467,2014,Diesel,Automatic,First,33,2143.0,203.0,38030,62137
4468,2016,Diesel,Manual,First,47,1498.0,88.8,8351,37281
4469,2013,Diesel,Automatic,First,40,1968.0,150.0,28903,65243
4470,2011,Petrol,Manual,First,43,1197.0,80.0,3803,22369
4471,2015,Petrol,Manual,Second,46,1086.0,68.05,4563,15130
4472,2018,Diesel,Manual,First,58,1047.0,69.0,10100,18002
4473,2017,Petrol,Manual,First,49,814.0,55.2,4883,5121
4474,2009,Petrol,Manual,Second,42,1086.0,62.1,2357,84905
4475,2011,Petrol,Manual,First,42,1086.0,62.1,3939,37282
4476,2008,Diesel,Manual,Second,29,2609.0,120.0,6084,62137
4477,2010,Petrol,Manual,First,40,1497.0,117.3,5887,30253
4478,2017,Diesel,Manual,First,57,1248.0,88.5,14831,27961
4479,2019,Diesel,Automatic,First,40,1968.0,174.33,50063,23713
4480,2011,Diesel,Automatic,Second,33,2143.0,203.0,25480,27216
4481,2007,Petrol,Manual,First,31,1799.0,130.0,2890,57166
4482,2017,Petrol,Manual,First,43,1197.0,81.83,10024,8738
4483,2017,Diesel,Automatic,First,36,1968.0,174.33,48572,26325
4484,2014,Diesel,Manual,First,59,1498.0,98.6,11028,47566
4485,2008,Petrol,Manual,First,46,1086.0,68.05,2890,45156
4486,2015,Diesel,Manual,First,59,1248.0,74.0,5400,27961
4487,2012,Diesel,Automatic,First,26,2953.0,153.86,14071,56977
4488,2009,Petrol,Manual,First,32,1299.0,70.0,2510,41311
4489,2019,Diesel,Automatic,First,48,1995.0,190.0,55737,9603
4490,2011,Diesel,Automatic,Second,33,2143.0,203.0,24339,34175
4491,2019,CNG,Manual,First,35,1196.0,73.0,8184,13118
4492,2014,Diesel,Manual,First,60,1498.0,98.6,6617,38088
4493,2006,Petrol,Manual,Second,40,993.0,60.0,1825,49709
4494,2013,Petrol,Manual,Second,43,1197.0,80.0,6237,36660
4495,2009,Diesel,Automatic,First,25,2993.0,235.0,28522,93205
4496,2017,Diesel,Manual,First,46,1582.0,126.2,20962,37333
4497,2016,Diesel,Manual,First,62,1248.0,74.0,6084,53096
4498,2013,Diesel,Manual,First,53,1248.0,74.0,6586,54680
4499,2015,Diesel,Manual,First,56,1186.0,73.97,8260,50845
4500,2016,Petrol,Manual,First,42,1196.0,86.8,7453,11184
4501,2017,Diesel,Automatic,First,37,2993.0,258.0,106485,9320
4502,2016,Diesel,Automatic,First,27,2143.0,167.62,38791,21126
4503,2015,Petrol,Automatic,First,44,1197.0,82.0,7758,28583
4504,2013,Diesel,Manual,First,52,1582.0,126.32,10192,29923
4505,2013,Diesel,Automatic,First,39,2993.0,218.0,40312,57787
4506,2013,Diesel,Manual,First,54,1461.0,63.1,5932,44121
4507,2010,Petrol,Manual,Second,36,1586.0,103.3,4107,39188
4508,2011,Diesel,Manual,First,49,1248.0,88.8,4487,43656
4509,2015,Diesel,Automatic,First,38,1968.0,140.0,34988,8077
4510,2009,Diesel,Manual,Second,41,1248.0,75.0,3787,86991
4511,2015,Diesel,Manual,First,59,1248.0,74.0,6845,80778
4512,2011,Diesel,Manual,First,50,1364.0,87.2,6845,55551
4513,2015,Diesel,Manual,First,64,1498.0,98.6,10496,41631
4514,2010,Petrol,Automatic,First,18,4395.0,450.0,31519,40593
4515,2010,Petrol,Manual,First,38,1198.0,73.9,3361,44738
4516,2011,Diesel,Automatic,Second,29,2179.0,187.74,21144,50952
4517,2010,Petrol,Manual,First,35,1596.0,101.0,2220,52816
4518,2012,Diesel,Automatic,First,44,1582.0,126.32,9127,51573
4519,2016,Petrol,Manual,First,51,999.0,67.0,4563,16155
4520,2012,Diesel,Manual,First,52,1248.0,88.8,5324,16777
4521,2018,Diesel,Manual,First,49,1396.0,88.73,11546,23454
4522,2009,Petrol,Manual,Second,35,1586.0,104.68,3027,39316
4523,2016,Petrol,Manual,First,59,799.0,53.3,5780,15534
4524,2013,Diesel,Manual,First,27,2498.0,112.0,6084,122410
4525,2013,Petrol,Manual,Second,49,814.0,55.2,4487,27967
4526,2013,Diesel,Manual,First,60,1498.0,98.6,5704,46819
4527,2010,Diesel,Manual,First,51,1199.0,73.9,3803,55991
4528,2011,Petrol,Manual,First,39,1497.0,118.0,5704,63387
4529,2015,Diesel,Automatic,First,29,2982.0,168.5,33466,22369
4530,2017,Petrol,Manual,First,42,1198.0,86.7,9340,23349
4531,2015,Diesel,Automatic,First,48,1995.0,143.0,24339,28583
4532,2014,Petrol,Automatic,First,54,998.0,67.04,5704,28930
4533,2015,Diesel,Manual,First,30,2494.0,100.6,17874,29825
4534,2013,Diesel,Automatic,Second,38,2179.0,187.7,36509,28583
4535,2017,Petrol,Manual,First,41,1199.0,88.7,13538,9320
4536,2012,Diesel,Automatic,Third,40,1995.0,184.0,15212,52816
4537,2014,Petrol,Automatic,First,33,1598.0,103.5,8442,19883
4538,2012,Petrol,Manual,First,37,1598.0,103.5,5461,37790
4539,2019,Diesel,Manual,First,53,1498.0,98.59,16931,21864
4540,2012,Diesel,Manual,First,35,2179.0,140.0,10952,68350
4541,2014,Diesel,Manual,First,43,1388.0,67.0,4533,37903
4542,2010,Petrol,Manual,Second,42,1086.0,62.1,2586,46602
4543,2015,Diesel,Automatic,First,28,2987.0,224.0,79103,34175
4544,2003,Petrol,Manual,First,46,796.0,46.3,1445,43474
4545,2016,Petrol,Manual,First,41,1497.0,117.3,14071,26097
4546,2014,Diesel,Automatic,First,30,2199.0,194.3,24719,29825
4547,2015,Diesel,Automatic,First,42,2143.0,136.0,31930,21747
4548,2005,Diesel,Manual,Second,30,2494.0,102.0,6465,79535
4549,2008,Diesel,Automatic,Second,37,1995.0,181.0,10952,48466
4550,2011,Petrol,Manual,First,43,1197.0,85.8,6693,32982
4551,2011,Petrol,Manual,Second,35,1598.0,103.6,6465,41010
4552,2012,Petrol,Manual,First,37,1373.0,93.7,8138,15534
4553,2016,Petrol,Automatic,Second,44,1197.0,82.0,9583,22455
4554,2017,Diesel,Manual,First,46,1582.0,126.2,19015,27340
4555,2008,Diesel,Automatic,Second,39,2967.0,241.38,11409,31068
4556,2016,Diesel,Manual,First,37,1997.0,140.0,17113,50441
4557,2016,Petrol,Automatic,First,37,1499.0,110.4,11637,16155
4558,2016,Diesel,Manual,First,57,1120.0,71.0,6845,62137
4559,2014,Diesel,Automatic,First,49,1498.0,103.2,11409,46602
4560,2004,Petrol,Automatic,First,30,2987.0,210.0,10800,74476
4561,2010,Petrol,Manual,First,47,1197.0,78.9,3422,34784
4562,2015,Diesel,Automatic,First,40,1968.0,174.33,41072,18641
4563,2012,Diesel,Manual,Second,51,1396.0,88.76,6358,30882
4564,2013,Diesel,Manual,First,55,1396.0,88.7,9887,49088
4565,2010,Petrol,Manual,First,39,1497.0,118.0,4791,40451
4566,2016,Diesel,Manual,First,59,1248.0,88.5,11622,33654
4567,2011,Petrol,Manual,First,46,796.0,46.3,3650,17783
4568,2016,Petrol,Automatic,First,48,998.0,67.0,6465,5592
4569,2016,Diesel,Automatic,First,44,1582.0,126.2,14162,26641
4570,2011,Petrol,Manual,First,46,796.0,46.3,3635,39767
4571,2018,Petrol,Manual,Second,37,1598.0,103.5,11622,12730
4572,2016,Petrol,Manual,First,50,1197.0,83.1,9446,13048
4573,2012,Diesel,Automatic,First,0,2179.0,115.0,25100,74069
4574,2011,Petrol,Automatic,First,32,1997.0,153.86,12504,34788
4575,2017,Diesel,Manual,First,33,2755.0,174.5,43887,45153
4576,2015,Petrol,Automatic,First,36,1497.0,116.3,12930,19883
4577,2014,Petrol,Automatic,Second,28,5461.0,421.0,136909,1864
4578,2015,Petrol,Manual,First,40,1497.0,117.3,9903,6462
4579,2013,Diesel,Manual,First,53,1248.0,74.0,7073,21747
4580,2013,Petrol,Automatic,First,34,1794.0,138.1,12778,34238
4581,2014,Diesel,Manual,First,55,1364.0,67.06,8747,35706
4582,2006,Petrol,Manual,First,44,998.0,67.1,1688,68350
4583,2014,Petrol,Automatic,First,28,1991.0,184.0,26241,44738
4584,2012,Diesel,Automatic,First,38,2179.0,187.7,48679,9941
4585,2011,Petrol,Manual,First,39,1197.0,80.0,5248,38537
4586,2014,Diesel,Automatic,Second,29,2179.0,147.51,34988,52816
4587,2018,Petrol,Manual,First,43,1197.0,81.86,11135,8837
4588,2014,Petrol,Manual,First,42,1198.0,86.7,6693,25606
4589,2015,Diesel,Automatic,First,0,2987.0,165.0,72029,12427
4590,2016,Petrol,Manual,First,53,796.0,47.3,6267,11211
4591,2016,Diesel,Automatic,First,26,2755.0,171.5,29663,49709
4592,2016,Petrol,Automatic,First,44,1197.0,82.0,9431,13048
4593,2016,Diesel,Automatic,First,38,2993.0,258.0,68454,30447
4594,2010,Petrol,Manual,Second,43,1197.0,80.0,4259,59030
4595,2015,Petrol,Automatic,First,44,1197.0,82.0,7301,19883
4596,2014,Diesel,Manual,First,58,1498.0,89.75,8594,76304
4597,2015,Diesel,Manual,First,62,1248.0,74.0,8975,42874
4598,2015,Diesel,Manual,Second,55,1364.0,67.04,7606,40389
4599,2015,Petrol,Manual,First,44,1197.0,82.0,7453,14291
4600,2009,Petrol,Manual,First,31,1799.0,130.0,6465,43495
4601,2014,Diesel,Manual,First,30,2494.0,100.6,16581,155342
4602,2012,Petrol,Manual,First,31,1495.0,94.0,3726,34796
4603,2013,Petrol,Manual,First,53,796.0,47.3,3803,18641
4604,2010,Petrol,Automatic,First,19,5461.0,387.3,44875,21747
4605,2013,Diesel,Manual,Second,53,1498.0,89.84,8747,57321
4606,2018,Petrol,Manual,First,47,1197.0,81.86,7606,24854
4607,2014,Petrol,Automatic,First,33,1598.0,103.6,7028,60178
4608,2016,Diesel,Automatic,First,36,1968.0,174.33,35748,26097
4609,2013,Diesel,Manual,First,37,2179.0,140.0,11028,34725
4610,2019,Petrol,Manual,First,39,1591.0,121.3,18072,7665
4611,2009,Petrol,Manual,Third,32,1599.0,103.2,3422,37282
4612,2003,Petrol,Manual,Second,33,1597.0,92.0,1293,51573
4613,2018,Petrol,Manual,First,46,1198.0,67.04,6084,14912
4614,2016,Petrol,Automatic,First,38,1198.0,86.8,7758,20006
4615,2014,Diesel,Manual,First,30,2494.0,100.6,19015,57319
4616,2011,Diesel,Manual,First,48,1498.0,108.5,4411,75379
4617,2016,Diesel,Manual,First,37,2179.0,140.0,24278,41194
4618,2015,Petrol,Automatic,First,39,1197.0,82.0,8290,25476
4619,2017,Diesel,Manual,First,31,2198.0,157.7,36296,24035
4620,2008,Petrol,Manual,First,42,995.0,62.0,2662,27191
4621,2017,Diesel,Manual,First,57,1248.0,88.5,14831,10811
4622,2013,Diesel,Manual,First,60,1498.0,98.6,7225,38220
4623,2014,Petrol,Manual,First,40,1497.0,117.3,9507,37282
4624,2014,Diesel,Automatic,Second,55,1998.0,112.0,33466,21850
4625,2016,Petrol,Automatic,First,34,1794.0,138.1,21510,25859
4626,2014,Petrol,Automatic,First,32,1798.0,157.75,18178,40389
4627,2011,Petrol,Manual,First,44,998.0,67.1,3803,42253
4628,2013,Petrol,Manual,First,46,1086.0,68.05,4183,30447
4629,2019,Petrol,Manual,First,56,1199.0,84.0,8899,10375
4630,2016,Petrol,Manual,First,50,1197.0,83.1,9507,19240
4631,2014,Petrol,Manual,First,35,1598.0,103.2,7530,34832
4632,2017,Petrol,Manual,First,44,1197.0,81.86,7225,9541
4633,2013,Diesel,Manual,First,47,1399.0,68.05,3879,33554
4634,2011,Petrol,Automatic,Second,32,1799.0,130.3,6845,29204
4635,2015,Petrol,Manual,First,53,796.0,47.3,4578,13453
4636,2016,Diesel,Automatic,First,36,1999.0,177.0,63891,32311
4637,2010,Diesel,Automatic,First,29,2698.0,179.5,17494,21754
4638,2006,Diesel,Automatic,First,25,2987.0,198.5,16718,47635
4639,2009,Petrol,Automatic,First,39,1497.0,118.0,5643,55302
4640,2006,Petrol,Automatic,Third,23,2354.0,152.0,3042,49709
4641,2018,Diesel,Manual,First,66,1248.0,88.5,14421,24247
4642,2004,Petrol,Manual,Second,44,998.0,67.1,1901,38525
4643,2015,Diesel,Manual,First,46,1582.0,126.2,16581,48495
4644,2015,Diesel,Manual,First,66,1248.0,88.5,8366,21375
4645,2016,Petrol,Manual,First,49,814.0,55.2,5643,40155
4646,2014,Petrol,Manual,First,37,1373.0,93.7,9507,42993
4647,2012,Diesel,Manual,First,48,1598.0,103.6,7453,34175
4648,2005,Petrol,Manual,Second,30,1493.0,100.0,1673,50331
4649,2016,Petrol,Manual,First,38,1198.0,73.9,7180,22824
4650,2017,CNG,Manual,First,78,796.0,40.3,5628,15105
4651,2016,Diesel,Automatic,First,42,2143.0,136.0,37802,26732
4652,2013,Diesel,Manual,First,34,2199.0,194.3,18634,45981
4653,2014,Diesel,Manual,First,53,1248.0,74.0,5932,29204
4654,2017,Petrol,Manual,First,43,1197.0,81.86,9553,23276
4655,2011,Diesel,Manual,First,32,2498.0,112.0,4183,80778
4656,2017,Petrol,Manual,First,44,1197.0,82.0,11941,19620
4657,2011,Petrol,Manual,First,35,1598.0,103.6,4487,41010
4658,2008,Petrol,Automatic,Second,27,2354.0,177.6,7377,49088
4659,2011,Diesel,Automatic,Second,31,2925.0,281.61,45636,29291
4660,2016,Diesel,Automatic,First,35,2143.0,107.3,30272,22748
4661,2016,Diesel,Manual,First,48,1582.0,126.2,16429,57787
4662,2007,Petrol,Manual,First,46,796.0,46.3,2662,32432
4663,2016,Diesel,Automatic,First,47,1968.0,143.0,29283,12429
4664,2013,Diesel,Manual,First,46,1461.0,83.8,8366,41205
4665,2009,Diesel,Manual,First,41,1399.0,68.0,4183,47224
4666,2015,Diesel,Manual,First,46,1582.0,126.2,19775,18019
4667,2011,Diesel,Manual,First,47,1399.0,68.0,4867,18641
4668,2013,Petrol,Manual,First,35,1598.0,103.5,8883,35123
4669,2015,Diesel,Automatic,Second,39,1969.0,150.0,36509,23612
4670,2012,Diesel,Automatic,First,44,1582.0,126.32,9507,25476
4671,2009,Diesel,Automatic,First,34,2993.0,258.0,54763,32932
4672,2003,Diesel,Manual,Third,34,1998.0,68.0,4563,77671
4673,2010,Diesel,Manual,First,27,2982.0,171.0,16733,150371
4674,2015,Diesel,Manual,First,61,1248.0,88.5,9887,55923
4675,2018,Diesel,Manual,First,57,1248.0,88.5,14299,6835
4676,2018,Diesel,Automatic,First,51,1995.0,190.0,57684,13630
4677,2013,Petrol,Automatic,First,33,1598.0,103.6,7986,25476
4678,2011,Petrol,Manual,First,39,1197.0,80.0,6845,29204
4679,2009,Diesel,Automatic,First,25,2993.0,235.0,27381,68350
4680,2015,Petrol,Manual,First,44,1197.0,82.0,8457,28558
4681,2013,Diesel,Automatic,First,33,2143.0,203.0,33466,29825
4682,2011,Diesel,Automatic,First,29,2179.0,147.51,33466,42253
4683,2011,Petrol,Manual,First,47,1197.0,78.9,4031,25476
4684,2013,Diesel,Manual,Second,52,1582.0,126.32,8899,43230
4685,2012,Diesel,Manual,First,45,1968.0,138.1,10572,71457
4686,2012,Diesel,Manual,First,35,2179.0,140.0,9887,29595
4687,2004,Petrol,Manual,Third,46,796.0,35.0,1293,41398
4688,2013,Petrol,Automatic,Second,34,1798.0,177.46,11028,49709
4689,2012,Diesel,Manual,First,53,1248.0,74.0,6845,58948
4690,2010,Diesel,Manual,First,24,2179.0,120.0,6465,47520
4691,2016,Petrol,Automatic,First,32,1991.0,183.0,39551,17398
4692,2017,Diesel,Manual,First,38,2498.0,105.0,14694,17770
4693,2013,Diesel,Manual,Second,44,1461.0,108.45,10420,28177
4694,2013,Diesel,Automatic,First,30,1968.0,167.6,36022,49788
4695,2013,Diesel,Automatic,Second,29,2179.0,147.51,23959,42253
4696,2012,Diesel,Manual,Third,48,1598.0,103.6,5324,46602
4697,2006,Petrol,Automatic,Second,27,2979.0,306.0,10633,29825
4698,2019,Diesel,Manual,First,53,1582.0,126.2,23685,26017
4699,2015,Diesel,Manual,First,35,2956.0,83.8,8047,52773
4700,2016,Petrol,Manual,First,53,799.0,53.64,3422,9320
4701,2009,Diesel,Automatic,First,27,2993.0,245.0,30424,68350
4702,2011,Petrol,Automatic,First,18,4395.0,450.0,72257,3666
4703,2002,Petrol,Manual,Second,44,1061.0,47.0,1855,64406
4704,2012,Petrol,Manual,First,38,1198.0,73.9,5552,40268
4705,2016,Petrol,Manual,First,48,1198.0,67.0,4715,21747
4706,2016,Petrol,Manual,First,35,1591.0,121.3,17494,24854
4707,2015,Petrol,Manual,First,56,998.0,67.1,5263,14835
4708,2013,Diesel,Manual,First,34,2199.0,194.3,12747,42191
4709,2014,Diesel,Manual,First,35,1598.0,103.6,7301,42790
4710,2014,Diesel,Manual,Second,60,1498.0,98.6,6845,44117
4711,2014,Diesel,Manual,First,53,1248.0,74.0,6008,15534
4712,2012,Diesel,Manual,First,48,1598.0,103.5,5552,111846
4713,2005,Diesel,Automatic,First,25,2987.0,198.5,15212,81399
4714,2011,Diesel,Manual,Second,28,2179.0,120.0,6084,40389
4715,2012,Diesel,Manual,First,50,1461.0,84.8,7225,73183
4716,2009,Petrol,Manual,Second,41,1298.0,85.8,4715,40389
4717,2017,Petrol,Manual,First,49,814.0,55.2,5491,29140
4718,2015,Petrol,Manual,First,45,1198.0,86.8,6526,22801
4719,2011,Petrol,Manual,First,42,1198.0,75.0,3240,26718
4720,2008,Petrol,Manual,First,46,796.0,46.3,1673,33554
4721,2011,Diesel,Automatic,First,53,1995.0,190.0,21221,55302
4722,2014,Petrol,Manual,First,38,1198.0,74.0,8138,4349
4723,2014,Petrol,Manual,First,54,998.0,67.04,5932,36331
4724,2014,Petrol,Manual,First,50,1197.0,81.8,4259,22990
4725,2016,Diesel,Manual,First,61,1248.0,88.5,13310,18019
4726,2013,Diesel,Automatic,First,38,1968.0,147.51,29663,32311
4727,2013,Petrol,Manual,First,45,1198.0,86.8,4183,20385
4728,2013,Diesel,Automatic,First,27,2179.0,120.0,12169,53437
4729,2014,Diesel,Manual,First,61,1498.0,98.6,8670,41321
4730,2012,Diesel,Automatic,First,40,1995.0,184.0,19015,58408
4731,2011,Petrol,Manual,Second,42,995.0,62.0,2662,18019
4732,2010,Diesel,Manual,Second,47,1399.0,68.0,2890,66728
4733,2015,Petrol,Manual,First,47,1197.0,81.8,6845,22431
4734,2015,Diesel,Automatic,First,45,2143.0,170.0,46092,10146
4735,2014,Diesel,Automatic,First,45,1968.0,141.0,24339,22369
4736,2017,Diesel,Automatic,First,43,1995.0,190.0,49865,25983
4737,2015,Petrol,Manual,First,49,814.0,55.2,3803,33976
4738,2017,Diesel,Automatic,First,42,1968.0,187.74,65412,8699
4739,2017,Petrol,Manual,First,42,1196.0,86.8,8184,14898
4740,2013,Petrol,Manual,First,49,998.0,67.1,4031,18722
4741,2017,Petrol,Manual,First,58,796.0,47.3,5020,1572
4742,2015,Diesel,Automatic,First,45,2143.0,167.62,51721,24233
4743,2001,Petrol,Manual,Third,47,1086.0,68.0,1064,86991
4744,2017,Diesel,Manual,First,57,1120.0,71.0,10389,20043
4745,2016,Diesel,Manual,First,60,1498.0,98.6,8777,29193
4746,2008,Diesel,Manual,Second,41,1248.0,75.0,4715,66486
4747,2017,Petrol,Manual,First,38,1199.0,74.0,7530,11806
4748,2013,Diesel,Automatic,First,40,1968.0,174.33,24719,54680
4749,2012,Diesel,Automatic,First,23,4367.0,308.0,79924,52433
4750,2011,Diesel,Manual,Third,37,2179.0,140.0,9735,79535
4751,2011,Diesel,Manual,Third,30,2499.0,141.0,10572,44117
4752,2008,Diesel,Manual,First,40,1396.0,53.5,1293,31068
4753,2016,Petrol,Manual,First,50,1197.0,83.1,10572,9941
4754,2017,Diesel,Manual,First,57,1120.0,71.0,5248,50952
4755,2008,Petrol,Manual,First,31,1799.0,130.0,4183,49709
4756,2015,Petrol,Manual,Second,43,1197.0,81.83,7530,22369
4757,2018,Petrol,Manual,First,39,1198.0,108.5,14634,10859
4758,2016,Petrol,Manual,First,43,1197.0,81.83,10329,10392
4759,2014,Petrol,Manual,First,44,1197.0,85.8,6845,29975
4760,2014,Petrol,Manual,First,52,998.0,67.04,4578,32579
4761,2012,Diesel,Manual,First,51,1396.0,88.76,6693,42253
4762,2012,Diesel,Automatic,First,29,2982.0,168.5,26606,98176
4763,2014,Petrol,Manual,First,47,1197.0,78.9,7088,19539
4764,2015,Petrol,Manual,First,44,1197.0,82.0,8366,15534
4765,2016,Petrol,Manual,First,43,1197.0,81.83,9127,35418
4766,2018,Diesel,Manual,First,57,1248.0,88.5,15501,35466
4767,2016,Diesel,Manual,First,60,1498.0,98.6,7986,29497
4768,2014,Diesel,Automatic,First,35,2143.0,203.2,68454,31068
4769,2010,Diesel,Manual,First,54,1396.0,90.0,4107,38525
4770,2013,Petrol,Manual,First,46,1086.0,68.05,5156,40890
4771,2014,Diesel,Manual,First,62,1248.0,74.0,8655,50808
4772,2018,Petrol,Automatic,First,24,2979.0,306.0,89052,6183
4773,2017,Diesel,Manual,First,64,1248.0,74.0,12778,14912
4774,2012,Diesel,Manual,First,59,936.0,57.6,3803,45310
4775,2012,Petrol,Manual,First,45,1198.0,86.8,4943,36660
4776,2014,Diesel,Manual,Second,47,1399.0,68.05,4943,20505
4777,2016,Petrol,Automatic,First,54,998.0,67.04,6465,22859
4778,2014,Diesel,Automatic,First,34,2143.0,170.0,28142,25476
4779,2015,Petrol,Manual,First,45,1198.0,86.8,6465,28986
4780,2018,Petrol,Automatic,First,50,1197.0,83.1,13462,1864
4781,2014,Petrol,Manual,First,49,814.0,55.2,6297,9195
4782,2015,Diesel,Manual,First,54,1396.0,90.0,10648,42579
4783,2018,Diesel,Automatic,First,25,3198.0,197.0,50200,9320
4784,2017,Petrol,Manual,First,40,1497.0,117.3,15212,18019
4785,2012,Diesel,Manual,Second,50,1248.0,88.8,5369,48098
4786,2007,Petrol,Manual,First,30,1598.0,102.5,2053,73321
4787,2013,Diesel,Manual,First,48,1598.0,103.6,6845,46602
4788,2012,Petrol,Manual,First,39,1497.0,116.3,7453,42874
4789,2016,Diesel,Manual,First,46,1582.0,126.2,18650,32654
4790,2014,Diesel,Manual,Second,57,1120.0,71.0,6069,36039
4791,2017,Diesel,Automatic,First,42,2143.0,170.0,71421,14912
4792,2015,Diesel,Manual,First,47,1399.0,68.0,5780,40725
4793,2013,Diesel,Manual,Second,35,1896.0,105.0,10268,42258
4794,2017,Diesel,Manual,First,43,1493.0,100.0,13310,13826
4795,2013,Petrol,Manual,Second,37,1499.0,110.0,7910,34175
4796,2017,Petrol,Manual,First,40,1591.0,121.3,12808,12046
4797,2014,CNG,Manual,First,62,998.0,58.16,4563,36039
4798,2016,Petrol,Manual,First,43,1197.0,81.83,8747,14913
4799,2008,Diesel,Automatic,First,35,1968.0,140.8,14831,10563
4800,2015,Petrol,Manual,First,45,1198.0,67.04,5324,17709
4801,2014,Diesel,Automatic,First,35,2143.0,203.2,45636,41010
4802,2017,Diesel,Automatic,First,30,2179.0,147.5,53242,13670
4803,2018,Petrol,Manual,First,37,1591.0,121.3,20156,27578
4804,2013,Diesel,Manual,First,48,1598.0,103.5,5552,27961
4805,2015,Diesel,Manual,First,55,1248.0,74.0,7986,36039
4806,2016,Petrol,Manual,First,37,1591.0,121.3,14755,42874
4807,2017,Diesel,Manual,First,56,1120.0,70.0,7925,37899
4808,2016,Diesel,Manual,First,43,1493.0,100.0,9583,41631
4809,2014,Diesel,Manual,First,56,1120.0,70.0,7180,31773
4810,2011,Diesel,Automatic,Second,27,2993.0,245.0,42594,34175
4811,2018,Diesel,Automatic,First,66,1248.0,73.75,12732,15585
4812,2012,Diesel,Manual,First,29,2982.0,168.5,21297,42470
4813,2015,Diesel,Automatic,First,41,1968.0,174.33,54763,31068
4814,2015,Diesel,Manual,First,64,1498.0,98.6,9735,60272
4815,2015,Diesel,Automatic,First,26,4134.0,335.2,78631,34944
4816,2014,Diesel,Manual,First,28,2179.0,120.0,12169,45122
4817,2012,Diesel,Manual,First,43,1991.0,147.9,14907,38528
4818,2012,Diesel,Manual,First,59,936.0,57.6,4107,38058
4819,2014,Diesel,Automatic,First,42,1968.0,187.74,37072,17689
4820,2018,Petrol,Automatic,First,33,1598.0,103.52,14786,13352
4821,2014,Diesel,Manual,First,55,1248.0,74.0,7606,122410
4822,2009,Diesel,Manual,Second,27,2982.0,171.0,15972,85876
4823,2012,Diesel,Manual,Second,53,1248.0,74.0,5932,99419
4824,2012,Petrol,Manual,First,39,1497.0,118.0,8594,41998
4825,2012,Diesel,Automatic,First,35,2143.0,203.2,45560,32311
4826,2008,Diesel,Manual,Second,41,1248.0,75.0,4563,62137
4827,2017,Diesel,Manual,First,61,1498.0,99.0,9127,37312
4828,2009,Petrol,Manual,First,47,1197.0,78.9,3209,29825
4829,2011,Petrol,Manual,First,46,796.0,46.3,2281,62137
4830,2006,Petrol,Manual,Second,47,1197.0,81.8,4335,49715
4831,2017,Diesel,Automatic,First,45,2143.0,170.0,51173,16461
4832,2011,Diesel,Manual,Second,42,1396.0,52.8,1384,59651
4833,2014,Petrol,Manual,Second,53,796.0,47.3,3681,28396
4834,2005,Petrol,Automatic,First,21,2771.0,193.1,4943,8077
4835,2013,Petrol,Manual,First,38,1198.0,73.9,4259,23612
4836,2019,Petrol,Automatic,First,51,1197.0,81.8,12626,4982
4837,2010,Diesel,Manual,Third,28,2179.0,120.0,7986,89725
4838,2010,Diesel,Manual,First,41,1248.0,75.0,4411,94448
4839,2013,Diesel,Automatic,First,44,1995.0,184.0,22818,44117
4840,2012,Petrol,Manual,Second,59,624.0,37.5,806,49709
